name;moves;types;locations;hp;attack;defense
cloyster;['headbutt', 'tackle', 'take-down', 'double-edge', 'twineedle', 'pin-missile', 'leer', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'hyper-beam', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'withdraw', 'barrier', 'light-screen', 'reflect', 'bide', 'self-destruct', 'clamp', 'swift', 'spike-cannon', 'explosion', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'spikes', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'torment', 'facade', 'secret-power', 'dive', 'weather-ball', 'signal-beam', 'icicle-spear', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'payback', 'toxic-spikes', 'poison-jab', 'giga-impact', 'avalanche', 'ice-shard', 'captivate', 'round', 'shell-smash', 'frost-breath', 'razor-shell', 'icicle-crash', 'confide', 'smart-strike', 'liquidation', 'steel-roller'];['water', 'ice'];['undella-bay-area', 'unova-route-13-area', 'undella-town-area', 'humilau-city-area', 'seaside-cave-1f', 'kalos-route-8-area'];50;95;180
gastly;['fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'disable', 'mega-drain', 'thunderbolt', 'thunder', 'toxic', 'psychic', 'hypnosis', 'rage', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'haze', 'bide', 'self-destruct', 'lick', 'smog', 'dream-eater', 'poison-gas', 'psywave', 'explosion', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'zap-cannon', 'destiny-bond', 'perish-song', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'torment', 'will-o-wisp', 'facade', 'taunt', 'trick', 'knock-off', 'skill-swap', 'grudge', 'snatch', 'secret-power', 'astonish', 'natural-gift', 'payback', 'embargo', 'sucker-punch', 'poison-jab', 'dark-pulse', 'energy-ball', 'trick-room', 'captivate', 'ominous-wind', 'wonder-room', 'venoshock', 'telekinesis', 'sludge-wave', 'foul-play', 'round', 'clear-smog', 'ally-switch', 'hex', 'reflect-type', 'confide', 'dazzling-gleam', 'infestation', 'skitter-smack', 'poltergeist', 'corrosive-gas'];['ghost', 'poison'];['eterna-forest-area', 'turnback-cave-pillar-1', 'turnback-cave-before-pillar-1', 'old-chateau-entrance', 'old-chateau-dining-room', 'old-chateau-2f-private-room', 'old-chateau-2f', 'old-chateau-2f-leftmost-room', 'old-chateau-2f-left-room', 'old-chateau-2f-middle-room', 'old-chateau-2f-right-room', 'old-chateau-2f-rightmost-room', 'sinnoh-route-209-area', 'lost-tower-1f', 'lost-tower-2f', 'lost-tower-3f', 'lost-tower-4f', 'lost-tower-5f', 'johto-route-31-area', 'sprout-tower-2f', 'sprout-tower-3f', 'johto-route-32-area', 'johto-route-36-area', 'bell-tower-2f', 'bell-tower-3f', 'bell-tower-4f', 'bell-tower-5f', 'bell-tower-6f', 'bell-tower-7f', 'bell-tower-8f', 'bell-tower-9f', 'bell-tower-10f', 'pokemon-tower-3f', 'pokemon-tower-4f', 'pokemon-tower-5f', 'pokemon-tower-6f', 'pokemon-tower-7f', 'lost-cave-room-1', 'lost-cave-room-2', 'lost-cave-room-3', 'lost-cave-room-4', 'lost-cave-room-5', 'lost-cave-room-6', 'lost-cave-room-7', 'lost-cave-room-8', 'lost-cave-room-9', 'lost-cave-room-10', 'lost-cave-item-rooms', 'johto-safari-zone-zone-forest'];30;35;30
haunter;['fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'mega-drain', 'thunderbolt', 'thunder', 'toxic', 'psychic', 'hypnosis', 'rage', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'bide', 'self-destruct', 'lick', 'smog', 'dream-eater', 'poison-gas', 'psywave', 'explosion', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'zap-cannon', 'destiny-bond', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'torment', 'will-o-wisp', 'facade', 'taunt', 'trick', 'knock-off', 'skill-swap', 'snatch', 'secret-power', 'shadow-punch', 'natural-gift', 'payback', 'embargo', 'fling', 'sucker-punch', 'poison-jab', 'dark-pulse', 'energy-ball', 'shadow-claw', 'trick-room', 'captivate', 'ominous-wind', 'wonder-room', 'venoshock', 'telekinesis', 'sludge-wave', 'foul-play', 'round', 'ally-switch', 'hex', 'confide', 'dazzling-gleam', 'infestation', 'skitter-smack', 'poltergeist', 'corrosive-gas'];['ghost', 'poison'];['turnback-cave-pillar-1', 'turnback-cave-pillar-2', 'turnback-cave-pillar-3', 'turnback-cave-before-pillar-1', 'turnback-cave-between-pillars-1-and-2', 'turnback-cave-between-pillars-2-and-3', 'turnback-cave-after-pillar-3', 'old-chateau-entrance', 'old-chateau-dining-room', 'old-chateau-2f-private-room', 'old-chateau-2f', 'old-chateau-2f-leftmost-room', 'old-chateau-2f-left-room', 'old-chateau-2f-middle-room', 'old-chateau-2f-right-room', 'old-chateau-2f-rightmost-room', 'rock-tunnel-1f', 'rock-tunnel-b1f', 'kanto-route-8-area', 'pokemon-tower-3f', 'pokemon-tower-4f', 'pokemon-tower-5f', 'pokemon-tower-6f', 'pokemon-tower-7f', 'lost-cave-room-1', 'lost-cave-room-2', 'lost-cave-room-3', 'lost-cave-room-4', 'lost-cave-room-5', 'lost-cave-room-6', 'lost-cave-room-7', 'lost-cave-room-8', 'lost-cave-room-9', 'lost-cave-room-10', 'lost-cave-item-rooms', 'kalos-route-14-area', 'kalos-route-19-area', 'frost-cavern-unknown-area-314', 'frost-cavern-unknown-area-315', 'frost-cavern-unknown-area-316', 'frost-cavern-unknown-area-317', 'kalos-victory-road-unknown-area-322', 'kalos-victory-road-unknown-area-324', 'kalos-victory-road-unknown-area-326', 'kalos-victory-road-unknown-area-328', 'johto-safari-zone-zone-forest'];45;50;45
gengar;['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'disable', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'mega-drain', 'thunderbolt', 'thunder', 'toxic', 'psychic', 'hypnosis', 'rage', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'haze', 'bide', 'metronome', 'self-destruct', 'lick', 'smog', 'skull-bash', 'dream-eater', 'poison-gas', 'psywave', 'explosion', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'zap-cannon', 'destiny-bond', 'perish-song', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'uproar', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'brick-break', 'knock-off', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'shadow-punch', 'natural-gift', 'payback', 'embargo', 'fling', 'sucker-punch', 'poison-jab', 'dark-pulse', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'shadow-claw', 'trick-room', 'captivate', 'ominous-wind', 'wonder-room', 'venoshock', 'telekinesis', 'sludge-wave', 'foul-play', 'round', 'ally-switch', 'hex', 'reflect-type', 'phantom-force', 'confide', 'dazzling-gleam', 'infestation', 'power-up-punch', 'laser-focus', 'skitter-smack', 'poltergeist', 'corrosive-gas'];['ghost', 'poison'];['old-chateau-2f-right-room'];60;65;60
onix;['bind', 'slam', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'roar', 'strength', 'rock-throw', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'defense-curl', 'bide', 'self-destruct', 'skull-bash', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'twister', 'sunny-day', 'psych-up', 'ancient-power', 'rock-smash', 'torment', 'facade', 'nature-power', 'taunt', 'secret-power', 'mud-sport', 'rock-tomb', 'sand-tomb', 'block', 'dragon-dance', 'rock-blast', 'gyro-ball', 'natural-gift', 'payback', 'rock-polish', 'dragon-pulse', 'earth-power', 'flash-cannon', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'head-smash', 'wide-guard', 'smack-down', 'heavy-slam', 'round', 'bulldoze', 'dragon-tail', 'drill-run', 'rototiller', 'confide', 'high-horsepower', 'brutal-swing', 'stomping-tantrum', 'body-press', 'breaking-swipe', 'meteor-beam', 'scorching-sands'];['rock', 'ground'];['oreburgh-mine-1f', 'oreburgh-mine-b1f', 'sinnoh-victory-road-1f', 'sinnoh-victory-road-2f', 'sinnoh-victory-road-b1f', 'sinnoh-victory-road-inside', 'sinnoh-victory-road-inside-exit', 'stark-mountain-entrance', 'stark-mountain-inside', 'snowpoint-temple-1f', 'snowpoint-temple-b1f', 'snowpoint-temple-b2f', 'snowpoint-temple-b3f', 'wayward-cave-1f', 'wayward-cave-b1f', 'iron-island-1f', 'iron-island-b1f-left', 'iron-island-b1f-right', 'iron-island-b2f-right', 'iron-island-b2f-left', 'iron-island-b3f', 'union-cave-1f', 'union-cave-b1f', 'union-cave-b2f', 'johto-route-47-inside-cave', 'mt-silver-1f', 'mt-silver-mountainside', 'mt-silver-top', 'rock-tunnel-1f', 'rock-tunnel-b1f', 'kanto-victory-road-1-1f', 'kanto-victory-road-1-2f', 'kanto-victory-road-1-3f', 'rock-tunnel-b2f', 'kanto-victory-road-2-1f', 'kanto-victory-road-2-2f', 'kanto-victory-road-2-3f', 'sevault-canyon-area', 'relic-castle-c', 'twist-mountain-area', 'unova-victory-road-2-unknown-area-74', 'unova-victory-road-2-unknown-area-75', 'unova-victory-road-2-unknown-area-77', 'unova-victory-road-2-unknown-area-80', 'relic-passage-castelia-sewers-entrance', 'relic-passage-relic-castle-entrance', 'relic-passage-pwt-entrance', 'clay-tunnel-area', 'underground-ruins-area', 'rocky-mountain-room-area', 'glacier-room-area', 'iron-room-area', 'cyllage-city-area', 'glittering-cave-unknown-area-303', 'glittering-cave-unknown-area-304', 'johto-safari-zone-zone-wasteland'];35;45;160
drowzee;['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'disable', 'psybeam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'hypnosis', 'meditate', 'rage', 'teleport', 'mimic', 'double-team', 'barrier', 'light-screen', 'reflect', 'bide', 'metronome', 'skull-bash', 'dream-eater', 'poison-gas', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'zap-cannon', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'flatter', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'assist', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'snatch', 'secret-power', 'signal-beam', 'calm-mind', 'wake-up-slap', 'natural-gift', 'fling', 'guard-swap', 'drain-punch', 'nasty-plot', 'psycho-cut', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'power-split', 'psyshock', 'telekinesis', 'magic-room', 'synchronoise', 'low-sweep', 'foul-play', 'round', 'ally-switch', 'confide', 'dazzling-gleam', 'power-up-punch', 'psychic-terrain'];['psychic'];['sinnoh-route-215-area', 'johto-route-34-area', 'johto-route-35-area', 'kanto-route-6-area', 'kanto-route-11-area', 'berry-forest-area', 'johto-safari-zone-zone-swamp'];60;48;45
hypno;['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'disable', 'psybeam', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'hypnosis', 'meditate', 'rage', 'teleport', 'mimic', 'double-team', 'barrier', 'light-screen', 'reflect', 'bide', 'metronome', 'skull-bash', 'dream-eater', 'poison-gas', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'zap-cannon', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'snatch', 'secret-power', 'signal-beam', 'calm-mind', 'wake-up-slap', 'natural-gift', 'fling', 'drain-punch', 'focus-blast', 'switcheroo', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'psyshock', 'telekinesis', 'magic-room', 'synchronoise', 'low-sweep', 'foul-play', 'round', 'ally-switch', 'confide', 'dazzling-gleam', 'power-up-punch'];['psychic'];['kanto-route-11-area', 'cerulean-cave-1f', 'berry-forest-area', 'johto-safari-zone-zone-swamp'];85;73;70
krabby;['vice-grip', 'guillotine', 'swords-dance', 'cut', 'slam', 'stomp', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'strength', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'harden', 'haze', 'bide', 'amnesia', 'bubble', 'crabhammer', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'icy-wind', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'superpower', 'brick-break', 'knock-off', 'secret-power', 'dive', 'mud-sport', 'rock-tomb', 'tickle', 'iron-defense', 'mud-shot', 'water-pulse', 'hammer-arm', 'brine', 'natural-gift', 'fling', 'night-slash', 'x-scissor', 'captivate', 'hone-claws', 'round', 'chip-away', 'ally-switch', 'scald', 'razor-shell', 'confide', 'liquidation'];['water'];['sinnoh-sea-route-226-area', 'cherrygrove-city-area', 'union-cave-b2f', 'johto-route-34-area', 'olivine-city-area', 'johto-sea-route-40-area', 'whirl-islands-1f', 'whirl-islands-b1f', 'whirl-islands-b2f', 'whirl-islands-b3f', 'cianwood-city-area', 'dark-cave-violet-city-entrance', 'seafoam-islands-1f', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'johto-route-47-inside-cave', 'kanto-route-12-area', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'cerulean-city-area', 'vermilion-city-area', 'fuchsia-city-area', 'pallet-town-area', 'kanto-route-4-area', 'kanto-route-6-area', 'kanto-route-10-area', 'kanto-route-11-area', 'kanto-route-13-area', 'kanto-route-17-area', 'kanto-route-18-area', 'kanto-sea-route-21-area', 'kanto-route-24-area', 'kanto-route-25-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'vermilion-city-ss-anne-dock', 'ss-anne-area', 'icefall-cave-waterfall', 'kindle-road-area', 'treasure-beach-area', 'bond-bridge-area', 'resort-gorgeous-area', 'water-labyrinth-area', 'five-isle-meadow-area', 'memorial-pillar-area', 'outcast-island-area', 'green-path-area', 'water-path-area', 'trainer-tower-area', 'tanoby-ruins-area', 'one-island-area', 'five-island-area', 'driftveil-city-area', 'unova-route-4-area', 'unova-route-13-area', 'virbank-city-area', 'virbank-complex-outer', 'johto-safari-zone-zone-mountain', 'johto-safari-zone-zone-rocky-beach'];30;105;90
kingler;['vice-grip', 'guillotine', 'swords-dance', 'cut', 'slam', 'stomp', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'strength', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'harden', 'bide', 'amnesia', 'bubble', 'crabhammer', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'icy-wind', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'superpower', 'brick-break', 'knock-off', 'secret-power', 'dive', 'mud-sport', 'rock-tomb', 'iron-defense', 'mud-shot', 'water-pulse', 'hammer-arm', 'brine', 'natural-gift', 'fling', 'x-scissor', 'giga-impact', 'captivate', 'hone-claws', 'wide-guard', 'round', 'ally-switch', 'scald', 'quash', 'razor-shell', 'confide', 'high-horsepower', 'brutal-swing', 'stomping-tantrum', 'liquidation'];['water'];['cherrygrove-city-area', 'union-cave-b2f', 'johto-route-34-area', 'olivine-city-area', 'johto-sea-route-40-area', 'whirl-islands-1f', 'whirl-islands-b2f', 'whirl-islands-b3f', 'cianwood-city-area', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'johto-route-47-inside-cave', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'pallet-town-area', 'kanto-route-10-area', 'kanto-sea-route-21-area', 'kanto-route-25-area', 'cerulean-cave-1f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'icefall-cave-waterfall', 'kindle-road-area', 'treasure-beach-area', 'bond-bridge-area', 'resort-gorgeous-area', 'water-labyrinth-area', 'five-isle-meadow-area', 'memorial-pillar-area', 'outcast-island-area', 'green-path-area', 'water-path-area', 'trainer-tower-area', 'tanoby-ruins-area', 'one-island-area', 'five-island-area', 'driftveil-city-area', 'unova-route-4-area', 'unova-route-13-area', 'virbank-city-area', 'virbank-complex-outer', 'johto-safari-zone-zone-rocky-beach'];55;130;115
voltorb;['headbutt', 'tackle', 'take-down', 'sonic-boom', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'self-destruct', 'swift', 'flash', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'zap-cannon', 'endure', 'rollout', 'swagger', 'spark', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'mirror-coat', 'torment', 'facade', 'charge', 'taunt', 'magic-coat', 'secret-power', 'signal-beam', 'shock-wave', 'gyro-ball', 'natural-gift', 'sucker-punch', 'magnet-rise', 'discharge', 'charge-beam', 'electro-ball', 'foul-play', 'round', 'volt-switch', 'wild-charge', 'confide', 'eerie-impulse'];['electric'];['sinnoh-route-218-area', 'kanto-route-10-area', 'power-plant-area', 'new-mauville-entrance', 'new-mauville-area', 'team-rocket-hq-area'];40;30;50
electrode;['headbutt', 'tackle', 'take-down', 'sonic-boom', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'self-destruct', 'swift', 'skull-bash', 'flash', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'zap-cannon', 'endure', 'rollout', 'swagger', 'spark', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'mirror-coat', 'torment', 'facade', 'charge', 'taunt', 'magic-coat', 'secret-power', 'signal-beam', 'shock-wave', 'gyro-ball', 'natural-gift', 'sucker-punch', 'magnet-rise', 'giga-impact', 'discharge', 'charge-beam', 'telekinesis', 'electro-ball', 'foul-play', 'round', 'volt-switch', 'wild-charge', 'confide', 'eerie-impulse', 'magnetic-flux'];['electric'];['cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'power-plant-area', 'new-mauville-area', 'lost-hotel-area', 'team-rocket-hq-area'];60;50;70
exeggcute;['swords-dance', 'headbutt', 'take-down', 'double-edge', 'psybeam', 'strength', 'absorb', 'mega-drain', 'leech-seed', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'toxic', 'confusion', 'psychic', 'hypnosis', 'rage', 'teleport', 'mimic', 'double-team', 'light-screen', 'reflect', 'bide', 'self-destruct', 'egg-bomb', 'dream-eater', 'barrage', 'flash', 'psywave', 'explosion', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'synthesis', 'moonlight', 'hidden-power', 'sunny-day', 'psych-up', 'ancient-power', 'uproar', 'facade', 'nature-power', 'ingrain', 'skill-swap', 'secret-power', 'extrasensory', 'bullet-seed', 'block', 'gravity', 'natural-gift', 'lucky-chant', 'power-swap', 'worry-seed', 'seed-bomb', 'energy-ball', 'trick-room', 'leaf-storm', 'captivate', 'grass-knot', 'telekinesis', 'round', 'bestow', 'grassy-terrain', 'confide', 'infestation', 'grassy-glide'];['grass', 'psychic'];['johto-route-29-area', 'johto-route-30-area', 'johto-route-31-area', 'johto-route-32-area', 'ilex-forest-area', 'johto-route-34-area', 'johto-route-35-area', 'johto-route-36-area', 'johto-route-37-area', 'johto-route-38-area', 'johto-route-39-area', 'johto-route-43-area', 'lake-of-rage-area', 'kanto-route-26-area', 'kanto-route-27-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'berry-forest-area', 'kalos-route-12-area', 'azure-bay-area', 'azalea-town-area'];60;40;80
